CID,gender,Senior_Citizen,Marrital_Status,No_Dependent,MonthSinceJoining,Service_Phone,Morethan1Connection,Internet_Service,Security_Deposit,Device_Insurance,TechnicalSupport,LiveTVService,MovieAccount,TypeOfContract,Ebill,MethodOfPayment,AverageMonthlyCharge,TotalChargesTillDate,Churn
66736_9,male,0,Yes,1,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),60,2754,No
19507_4,m,0,Yes,1,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),65,697,No
43691_6,f,0,Yes,0,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),100,5614,Yes
44800_6,f,0,Yes,0,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,monthly,Yes,Electronic check,111,3204,No
79079_8,m,0,Yes,1,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),81,4748,No
23092_8,f,0,No,0,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,98,3082,No
32725_7,f,0,Yes,3,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71,598,No
58151_4,m,0,No,0,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,95,3365,No
60070_1,m,0,Yes,3,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),20,39,No
58128_4,m,0,No,2,44,Yes,No,Fiber optic,No,No,Yes,No,No,monthly,Yes,Credit card (automatic),19,234,Yes
15119_2,male,0,Yes,1,18,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,75,75,Yes
47743_7,m,0,No,3,7,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Credit card (automatic),89,346,Yes
65933_5,m,0,No,3,48,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Credit card (automatic),19,19,No
20433_8,female,0,No,3,22,Yes,No,Fiber optic,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),20,62,No
43072_7,m,0,Yes,3,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),86,86,Yes
27703_2,female,0,No,0,5,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,63,3342,No
79339_2,male,0,No,0,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,20,85,No
12154_9,m,0,Yes,1,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99,7422,No
40268_5,male,0,No,0,1,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Credit card (automatic),90,6668,No
30175_4,male,0,No,0,50,No,No phone service,DSL,No,No,No,No,No,monthly,No,Electronic check,112,8071,No
74834_8,m,0,No,3,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25,1175,No
51115_7,m,0,Yes,0,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,84,5435,No
75396_3,m,1,Yes,2,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,84,2439,No
68077_7,f,0,Yes,3,9,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),46,46,No
50590_6,male,0,Yes,2,44,No,No phone service,DSL,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62,714,Yes
20537_9,f,0,Yes,0,33,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),55,916,No
23420_5,f,0,Yes,0,42,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),66,237,No
73621_6,male,0,No,0,20,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Bank transfer (automatic),90,4615,No
63856_1,female,0,No,1,48,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,20,1414,No
53031_9,f,0,Yes,2,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),75,1171,No
25695_5,female,0,Yes,2,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20,48,No
30544_4,female,0,Yes,0,46,Yes,No,DSL,No,No,Yes,No,No,monthly,No,Mailed check,74,4859,No
61494_9,male,0,No,1,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),109,4903,No
34422_5,male,0,No,2,8,No,No phone service,DSL,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,110,3608,No
75835_6,female,0,Yes,1,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87,6094,No
18643_6,male,0,Yes,1,46,Yes,No,DSL,No,No,No,Yes,No,monthly,No,Mailed check,81,3085,No
40317_1,male,0,No,1,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,monthly,Yes,Credit card (automatic),48,2357,No
42573_7,female,0,Yes,0,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115,8306,No
56015_3,male,0,No,2,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105,6786,Yes
10703_7,male,0,No,0,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,monthly,Yes,Credit card (automatic),30,249,Yes
44641_6,f,0,No,0,44,Yes,No,Fiber optic,Yes,No,No,No,Yes,monthly,Yes,Mailed check,65,663,Yes
15832_2,female,0,No,2,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21,1357,No
45078_6,female,0,No,2,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Electronic check,110,4860,No
57525_4,m,0,No,1,38,Yes,Yes,DSL,No,No,No,No,No,monthly,Yes,Mailed check,70,3418,No
59556_1,f,0,No,0,29,No,No phone service,DSL,No,No,Yes,No,No,Two year,Yes,Mailed check,49,631,No
79221_5,f,0,Yes,1,49,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,25,186,No
46328_1,f,1,No,2,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,103,6977,No
41986_4,male,0,No,1,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,88,4885,No
22722_7,f,0,No,1,38,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79,523,No
68778_4,m,0,No,1,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),35,363,No
58567_7,male,0,Yes,1,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),92,5756,No
66988_9,female,1,Yes,3,47,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,monthly,No,Electronic check,85,3356,No
39061_5,f,1,No,2,45,Yes,No,DSL,No,Yes,No,No,No,monthly,Yes,Electronic check,20,407,No
11484_3,female,1,No,3,33,Yes,No,Fiber optic,Yes,No,No,No,No,monthly,No,Electronic check,20,138,Yes
28984_4,female,0,No,0,42,Yes,Yes,DSL,No,Yes,No,No,Yes,One year,No,Mailed check,95,2396,No
59629_4,m,1,No,1,9,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,84,1968,No
65070_2,m,0,No,1,21,Yes,No,DSL,Yes,No,No,No,No,monthly,Yes,Mailed check,105,6819,No
46800_4,f,0,No,2,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,112,7943,No
38479_1,male,0,Yes,2,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90,4547,Yes
35979_2,f,0,Yes,3,45,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Electronic check,111,4688,Yes
11326_5,m,1,Yes,2,13,No,No phone service,DSL,No,No,No,Yes,No,monthly,No,Electronic check,55,2474,No
13245_4,m,0,No,3,37,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),90,6563,No
43775_8,male,0,No,0,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,20,176,No
36150_4,f,0,Yes,3,11,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,55,2236,No
55353_3,m,0,Yes,2,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),106,6986,Yes
46515_8,f,0,No,2,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),99,3110,No
45861_8,f,0,Yes,0,25,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Credit card (automatic),71,4911,No
14666_2,female,1,Yes,1,6,No,No phone service,DSL,Yes,Yes,No,No,Yes,monthly,Yes,Electronic check,105,5795,Yes
72929_6,f,1,No,2,34,No,No phone service,DSL,No,Yes,No,No,Yes,monthly,Yes,Electronic check,85,855,Yes
58111_5,m,1,No,2,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,25,1620,No
63284_1,f,1,Yes,3,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,56,2499,Yes
41565_4,female,0,No,2,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),90,90,Yes
66364_4,male,0,Yes,0,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,90,4287,No
48065_5,f,0,Yes,3,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,25,395,No
52451_4,f,0,No,2,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),95,1900,Yes
47340_5,f,1,No,0,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,monthly,Yes,Mailed check,46,46,Yes
46462_9,male,0,No,0,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,70,3442,No
50720_3,male,0,Yes,0,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),90,162,Yes
72327_2,m,1,No,3,36,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,monthly,Yes,Electronic check,70,1733,No
46258_1,male,0,Yes,1,46,Yes,No,DSL,Yes,No,Yes,No,No,Two year,Yes,Electronic check,70,222,Yes
58145_2,female,0,No,3,6,No,No phone service,DSL,No,No,No,No,No,monthly,No,Bank transfer (automatic),75,75,Yes
41852_5,female,1,Yes,2,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,monthly,No,Electronic check,20,655,No
15393_3,f,0,No,0,15,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Mailed check,25,475,No
70097_1,m,0,Yes,3,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,monthly,Yes,Electronic check,20,164,Yes
32152_8,f,0,Yes,0,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,95,865,No
56991_9,f,1,Yes,0,24,Yes,No,DSL,Yes,No,No,No,Yes,monthly,Yes,Bank transfer (automatic),89,6133,No
55988_3,female,0,No,2,16,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,79,3598,No
64764_8,f,0,No,0,4,Yes,No,DSL,No,No,No,No,No,monthly,No,Bank transfer (automatic),20,36,Yes
16642_7,f,0,No,1,32,Yes,No,DSL,Yes,No,No,No,No,monthly,No,Mailed check,20,698,No
17929_6,female,0,No,1,3,Yes,No,DSL,No,No,No,No,No,monthly,No,Electronic check,24,96,Yes
77169_7,female,0,No,1,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,45,429,No
19420_7,m,0,No,0,17,Yes,Yes,DSL,Yes,No,No,No,No,monthly,No,Mailed check,20,20,No
49093_6,female,0,Yes,3,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,No,Mailed check,70,4459,No
28394_4,m,0,No,3,3,Yes,Yes,Fiber optic,No,No,No,No,No,One year,Yes,Credit card (automatic),20,1168,No
25594_6,female,0,No,0,50,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Electronic check,75,238,No
66473_3,female,0,Yes,2,47,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Electronic check,70,145,Yes
52990_9,female,1,No,2,38,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,30,1453,No
35917_5,male,0,No,2,22,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Credit card (automatic),46,191,Yes
75393_6,male,1,No,2,24,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,58,4039,No
43868_5,female,0,No,1,41,Yes,No,DSL,Yes,Yes,No,No,No,One year,No,Mailed check,20,1039,No
32599_4,female,0,Yes,2,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,No,Mailed check,26,1336,No
71848_3,female,1,No,2,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,75,75,Yes
61001_5,f,0,No,3,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,25,493,No
79053_9,female,0,No,3,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,49,2551,Yes
34630_6,m,0,Yes,1,44,Yes,No,Fiber optic,No,Yes,No,No,No,Two year,No,Electronic check,110,7246,No
38339_1,female,1,Yes,1,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,25,1204,No
21379_6,f,0,Yes,1,4,Yes,Yes,DSL,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,35,62,Yes
62524_2,f,0,No,2,6,Yes,No,Fiber optic,Yes,No,No,No,No,monthly,Yes,Mailed check,108,314,No
43164_6,male,0,No,2,14,Yes,No,DSL,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),81,3776,No
62378_3,male,1,No,0,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,80,80,Yes
63886_5,male,0,No,2,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,monthly,Yes,Electronic check,74,4616,No
31523_5,f,0,Yes,0,21,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64,196,No
19292_4,male,0,No,2,12,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Mailed check,104,4188,No
72787_1,m,0,Yes,2,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,71,71,No
54020_3,male,1,Yes,3,9,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,50,50,No
14002_2,m,0,Yes,3,40,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,25,1266,No
43108_6,f,1,Yes,2,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,No,Electronic check,49,91,Yes
68396_7,female,0,No,1,39,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),30,1623,No
77459_4,female,0,No,1,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Bank transfer (automatic),83,4149,No
24713_1,female,0,No,1,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,monthly,Yes,Electronic check,20,20,No
58829_1,male,0,No,2,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),75,2345,No
63477_3,m,1,Yes,1,3,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,21,1013,No
68584_5,female,0,No,0,11,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,75,271,Yes
79452_3,f,0,Yes,1,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),20,417,No
66421_1,male,0,No,2,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21,21,No
23441_4,female,0,Yes,3,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),85,6316,No
46739_6,male,1,Yes,1,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,50,168,Yes
51066_8,f,0,Yes,0,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,monthly,Yes,Credit card (automatic),85,4018,No
20709_4,male,1,No,0,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),67,4812,No
19990_8,female,0,Yes,0,29,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,63,4190,No
59542_4,m,0,No,1,30,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Electronic check,83,2848,No
11528_9,male,0,Yes,3,5,Yes,No,DSL,Yes,No,No,No,No,One year,No,Mailed check,85,2516,No
16122_9,female,0,No,2,25,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),21,34,No
15960_9,male,0,Yes,3,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,monthly,Yes,Credit card (automatic),49,208,No
59415_7,f,1,Yes,3,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,monthly,Yes,Electronic check,80,2015,Yes
65156_6,f,1,No,3,7,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,60,3740,No
56859_6,female,1,Yes,2,50,No,No phone service,DSL,No,No,No,Yes,No,monthly,Yes,Electronic check,105,2964,No
51343_9,male,1,No,0,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,Yes,Credit card (automatic),75,2263,No
77789_9,female,0,Yes,2,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,80,2212,No
13030_9,female,0,No,1,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20,20,Yes
66133_6,f,0,No,1,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),81,1684,No
34422_1,m,0,No,3,9,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,25,1519,No
47568_3,m,0,No,2,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,No,Mailed check,86,1164,No
46687_9,m,0,Yes,2,7,Yes,Yes,DSL,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),25,1711,No
32354_9,male,0,No,2,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,89,4246,No
35250_8,f,0,No,3,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,58,4146,No
26920_1,male,0,No,2,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Credit card (automatic),86,2664,No
41363_1,female,0,Yes,0,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,50,1278,No
63270_6,female,1,No,3,10,Yes,No,DSL,No,No,Yes,No,No,monthly,No,Bank transfer (automatic),80,5589,No
37925_9,female,0,Yes,1,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),20,35,No
16120_7,female,0,Yes,2,15,Yes,Yes,DSL,Yes,Yes,No,No,No,monthly,Yes,Bank transfer (automatic),21,1306,No
13323_2,male,0,No,0,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,86,381,Yes
40973_9,f,0,No,1,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),45,142,Yes
55086_8,f,1,No,2,34,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,95,3106,Yes
76619_1,m,0,No,0,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,21,205,No
10513_7,f,0,Yes,1,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26,606,No
32898_3,female,0,No,2,32,No,No phone service,DSL,No,No,No,Yes,Yes,monthly,Yes,Electronic check,81,356,No
27211_6,m,1,Yes,0,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),92,2758,Yes
52017_7,f,0,Yes,1,9,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),74,4806,No
64075_5,f,0,No,2,23,Yes,No,DSL,No,No,No,No,No,One year,No,Mailed check,87,3942,Yes
74802_1,m,1,No,1,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,20,93,No
32669_3,m,0,Yes,1,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,Yes,Bank transfer (automatic),76,1901,No
70210_1,m,1,No,2,48,No,No phone service,DSL,Yes,No,No,Yes,No,monthly,Yes,Electronic check,79,5731,No
65568_9,m,0,No,2,15,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,Yes,Bank transfer (automatic),90,2423,No
28816_5,male,1,No,2,16,Yes,Yes,DSL,Yes,No,No,No,No,monthly,Yes,Electronic check,51,1653,No
61293_8,m,0,Yes,3,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,110,3327,No
45439_4,f,1,Yes,2,42,No,No phone service,DSL,Yes,No,No,No,No,monthly,No,Credit card (automatic),101,7086,No
48594_6,f,0,Yes,3,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,One year,No,Electronic check,79,3344,No
73625_2,female,0,No,2,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,90,6697,No
49539_6,m,0,No,3,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65,2880,No
64657_1,female,0,Yes,0,12,Yes,No,DSL,No,Yes,No,No,No,One year,No,Credit card (automatic),80,137,No
19201_7,female,0,No,3,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,99,1009,Yes
51886_4,f,0,No,2,1,Yes,No,Fiber optic,No,No,Yes,No,No,monthly,Yes,Bank transfer (automatic),24,1552,No
59916_3,female,0,No,1,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,No,Bank transfer (automatic),44,202,No
72474_9,male,0,Yes,2,4,Yes,No,DSL,Yes,No,No,No,Yes,monthly,Yes,Bank transfer (automatic),111,7882,No
13756_1,m,0,No,3,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,115,8196,No
66048_5,female,0,Yes,1,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),75,203,No
54652_7,f,0,Yes,2,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),19,855,No
60811_6,f,0,Yes,1,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,90,5817,No
35626_8,male,0,No,1,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,57,1653,No
16144_8,male,0,No,1,46,No,No phone service,DSL,Yes,No,Yes,No,No,Two year,No,Mailed check,80,5600,No
44276_5,female,0,Yes,1,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),71,516,No
21965_8,female,0,No,2,40,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),90,191,No
42148_6,m,0,No,0,35,No,No phone service,DSL,No,No,No,No,No,monthly,No,Mailed check,99,1843,Yes
54678_2,female,0,Yes,3,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,monthly,Yes,Bank transfer (automatic),20,1254,No
79971_2,m,0,No,1,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,20,57,No
35147_2,f,0,No,1,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,No,Electronic check,86,1270,Yes
29552_5,male,0,Yes,0,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90,6563,No
72477_8,m,0,No,3,26,Yes,No,DSL,No,No,No,No,No,monthly,No,Mailed check,21,21,No
36418_6,f,1,Yes,1,3,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89,1908,Yes
56258_4,f,0,No,2,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,Yes,Credit card (automatic),70,209,Yes
40180_2,male,0,No,3,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),67,4759,No
38393_7,female,1,Yes,1,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,1293,No
61685_1,male,1,Yes,3,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,Yes,Electronic check,36,363,No
27074_5,female,0,No,3,28,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79,1600,No
52430_8,male,0,No,1,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,monthly,Yes,Mailed check,20,276,No
41996_3,f,0,No,1,28,Yes,No,DSL,No,No,No,No,No,monthly,No,Electronic check,74,3089,No
18489_7,male,0,No,2,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),65,1176,No
11201_9,male,1,Yes,2,23,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,monthly,Yes,Bank transfer (automatic),20,237,No
20730_4,m,1,No,3,42,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Electronic check,93,1445,Yes
25315_8,male,0,No,1,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,20,Yes
73275_3,male,1,Yes,0,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,89,454,Yes
68557_3,male,0,No,0,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),96,3037,Yes
28430_3,female,1,Yes,1,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,monthly,Yes,Bank transfer (automatic),111,8066,No
23218_5,m,0,No,0,32,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Credit card (automatic),40,93,No
64394_8,f,1,No,0,16,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,82,185,Yes
59811_9,m,0,Yes,1,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,107,6152,No
42384_2,female,0,No,1,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),45,90,Yes
29833_3,female,0,No,3,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),73,5155,No
74329_2,female,0,Yes,1,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Credit card (automatic),45,220,No
