liter_size,state_btl_cost($),btl_price($),bottle_qty
750,7.49,11.24,5
375,2.74,4.11,3
1000,9.50,14.25,24
1750,13.50,21.00,6
750,8.00,12.00,2
1000,9.50,14.25,60
1750,13.50,21.00,12
1000,10.50,15.75,12
750,6.75,10.50,12
750,10.00,15.00,120
750,8.50,12.75,60
750,11.00,16.50,60
750,11.45,17.18,120
750,9.00,13.50,60
375,5.00,7.50,16
750,9.00,13.50,240
1000,11.75,17.63,12
1750,18.00,27.00,384
750,7.49,11.24,2
750,8.75,13.13,72
1750,11.55,17.33,2
1000,4.37,6.56,2
1750,11.00,16.50,6
750,20.76,31.14,6
1000,4.34,6.51,12
1750,7.84,11.76,3
750,8.49,12.74,2
375,3.50,5.25,3
375,3.22,4.83,4
750,5.92,8.88,5
1000,6.94,10.41,2
750,6.60,9.90,2
375,3.22,4.83,3
1750,11.29,16.94,6
1000,4.10,6.15,5
1750,6.50,9.75,6
1750,6.50,9.75,6
1750,8.20,12.30,6
750,18.55,27.83,6
750,13.75,20.63,2
750,19.99,29.99,2
3000,29.72,44.58,2
375,5.33,8.00,11
750,8.98,13.47,9
750,21.00,31.50,2
375,10.75,16.13,2
750,23.31,34.97,3
375,6.52,9.78,5
750,20.34,30.51,2
750,11.50,17.25,3
750,9.25,13.88,2
1000,17.25,25.88,12
1000,10.43,15.65,12
500,4.96,7.44,2
375,5.33,8.00,2
750,12.50,18.75,12
500,7.47,11.21,2
750,10.00,15.00,3
750,10.00,15.00,2
750,11.50,17.25,3
375,6.50,9.75,2
500,7.42,11.13,2
500,7.42,11.13,2
500,7.42,11.13,2
750,10.00,15.00,6
750,10.00,15.00,24
500,7.42,11.13,2
1000,4.06,6.09,12
375,3.07,4.61,3
375,3.07,4.61,2
1750,11.54,17.31,6
750,6.30,9.45,12
750,6.30,9.45,12
1000,7.62,11.43,4
1000,7.62,11.43,3
750,4.75,7.13,3
750,4.75,7.13,2
750,5.25,7.88,12
1000,17.90,26.85,12
375,4.54,6.81,2
200,2.51,3.77,2
375,5.50,8.25,2
1000,12.50,18.75,12
200,8.50,12.75,5
375,14.00,21.00,3
750,27.00,40.50,4
750,11.02,16.53,5
750,10.99,16.49,2
375,5.50,8.25,3
750,10.49,15.74,3
1750,15.75,23.63,6
750,7.50,11.25,3
1750,16.00,24.00,6
750,7.00,10.50,3
1750,12.99,19.49,6
600,6.80,10.20,1
200,1.56,2.34,10
375,3.07,4.61,24
750,5.23,7.85,12
1750,10.45,15.68,18
750,7.52,11.28,2
750,15.00,22.50,1
750,23.00,34.50,2
750,17.60,26.40,6
750,14.04,21.06,4
750,6.81,10.55,12
750,9.47,14.21,3
750,6.84,10.26,12
750,10.81,16.22,3
200,3.41,5.12,4
375,4.98,7.47,4
1000,12.59,18.89,4
1750,34.64,51.96,2
750,4.46,6.69,12
1750,9.44,14.16,6
500,10.92,16.38,1
375,6.25,9.38,4
750,13.24,22.49,6
375,2.09,3.14,6
1750,11.02,16.53,6
375,2.00,3.00,3
200,1.96,2.94,3
750,19.45,29.18,2
500,9.06,13.59,1
100,1.65,2.48,8
375,6.77,10.16,4
750,14.53,21.80,12
750,16.50,24.75,3
750,13.01,19.52,3
750,12.07,18.11,2
750,18.09,27.14,6
500,4.70,7.05,2
750,11.03,16.55,2
750,7.95,11.93,2
500,3.30,4.95,2
1750,26.22,39.33,2
750,12.49,18.74,6
1750,24.99,37.49,2
200,1.20,1.80,3
750,3.46,5.19,12
1750,11.00,16.50,6
1750,7.17,10.76,6
1750,13.32,19.98,6
500,3.30,4.95,1
1750,11.99,17.99,6
600,7.92,11.88,1
750,15.83,23.75,6
1750,24.49,36.74,2
1750,10.00,15.00,12
750,11.99,17.99,4
750,7.00,10.50,3
750,9.96,14.94,2
750,9.96,14.94,2
1750,10.99,16.49,6
1000,3.97,5.96,4
1750,6.92,10.38,6
200,1.13,1.70,4
375,1.93,2.90,8
750,3.37,5.06,12
1750,9.68,14.52,6
750,9.96,14.94,2
500,3.73,5.60,2
750,3.34,5.01,12
1000,4.05,6.08,6
375,1.80,2.70,4
1750,13.32,19.98,2
1750,6.92,10.38,6
1000,4.29,6.44,4
1750,7.60,11.40,6
500,7.47,11.21,2
200,2.75,4.13,6
375,4.75,7.13,4
1000,9.25,13.88,4
750,8.25,12.38,12
750,9.65,14.48,12
1750,18.52,27.78,6
750,8.48,13.49,12
750,8.48,13.49,12
750,8.48,13.49,12
600,6.00,9.00,2
500,4.89,7.34,1
750,9.42,14.13,2
750,9.42,14.13,2
500,4.95,7.43,1
750,5.78,8.67,12
1750,11.55,17.33,6
750,8.50,12.75,2
750,8.50,12.75,2
750,6.75,10.50,3
200,2.13,3.20,6
1000,8.40,12.60,12
1750,7.84,11.76,6
750,10.75,16.13,2
200,4.76,7.14,2
750,18.99,28.49,3
375,7.00,10.50,2
1750,24.50,37.88,2
750,7.00,10.50,12
750,22.99,34.49,3
375,3.23,4.85,2
750,5.92,8.88,4
1750,11.83,17.75,2
750,5.92,8.88,4
1750,11.83,17.75,6
375,3.22,4.83,3
750,48.50,72.75,2
750,5.48,8.22,3
750,26.24,39.36,1
750,30.07,45.11,2
750,13.01,19.52,2
1750,9.50,14.25,2
750,13.86,20.79,3
3000,29.72,44.58,2
375,5.33,8.00,4
750,21.00,31.50,2
375,6.52,9.78,4
750,11.02,16.53,2
750,11.99,17.99,3
750,13.25,19.88,2
750,13.25,19.88,12
1750,26.49,39.74,2
500,4.96,7.44,1
750,8.67,13.01,2
500,13.50,20.25,2
500,7.47,11.21,1
1000,4.05,6.08,3
375,6.50,9.75,2
750,10.50,15.75,2
750,5.70,9.05,3
750,6.30,9.45,2
500,9.06,13.59,1
750,14.53,21.80,12
500,4.71,7.07,2
750,10.49,15.74,4
750,11.00,16.50,6
375,3.21,4.82,2
750,20.76,31.14,2
1000,12.50,18.75,4
750,17.50,26.25,2
750,13.64,20.46,2
750,6.99,10.49,3
1750,13.99,20.99,6
1750,15.75,23.63,6
750,24.99,37.49,2
750,65.99,98.99,2
375,7.75,11.63,4
750,25.00,37.50,2
750,7.00,10.50,12
1750,12.99,19.49,6
750,5.23,7.85,12
375,2.05,3.08,24
750,4.20,6.30,12
1750,9.18,13.77,6
750,6.81,10.55,12
1750,14.96,22.44,6
1750,18.00,27.00,6
750,6.84,10.26,12
750,14.17,21.26,4
375,4.98,7.47,24
1000,12.59,18.89,12
750,14.17,21.26,4
750,16.79,25.19,12
750,3.67,5.51,12
1750,7.61,11.42,6
375,2.00,3.00,24
1750,7.46,11.19,6
1750,7.62,11.43,6
200,1.96,2.94,4
750,18.09,27.14,6
750,11.03,16.55,12
750,7.95,11.93,12
750,10.00,15.00,6
750,9.09,13.64,6
1750,7.17,10.76,6
1750,19.99,29.99,6
1750,19.99,29.99,6
750,11.49,17.24,12
750,26.00,39.00,3
1750,9.99,14.99,6
750,18.49,27.74,4
1750,24.49,36.74,3
750,7.86,11.79,4
750,10.00,15.00,12
1750,6.92,10.38,6
750,7.86,11.79,4
200,1.13,1.70,48
1750,7.18,10.77,6
375,2.07,3.11,24
750,3.34,5.01,12
1750,7.17,10.76,24
1750,7.04,10.56,6
375,1.80,2.70,24
1750,7.47,11.21,6
375,3.50,5.25,6
1750,6.92,10.38,6
750,6.50,9.75,12
750,3.57,5.36,12
1000,4.29,6.44,12
1750,7.60,11.40,6
750,8.48,13.49,12
1000,9.25,13.88,12
1750,14.75,22.13,6
750,9.65,14.48,12
1750,18.52,27.78,6
750,8.75,13.13,12
750,6.25,9.50,4
500,4.89,7.34,6
750,6.90,10.35,12
750,7.94,11.91,12
750,4.18,6.60,4
375,3.45,5.18,2
1750,10.14,15.46,6
750,6.50,9.75,12
750,6.50,9.75,12
750,6.50,9.75,12
500,4.89,7.34,1
1750,10.49,15.99,6
750,7.49,11.24,12
500,4.95,7.43,1
375,2.74,4.11,6
1000,7.28,10.92,24
1750,11.55,17.33,6
750,8.50,12.75,12
500,5.54,8.31,1
375,4.50,6.75,2
750,8.00,12.00,12
1000,9.50,14.25,12
1750,13.50,21.00,36
750,6.75,10.50,12
750,9.99,14.99,12
500,5.50,8.25,1
375,5.00,7.50,24
750,9.00,13.50,24
1000,11.75,17.63,12
1750,8.33,12.50,6
750,6.83,10.25,12
750,6.83,10.25,12
1750,11.00,16.50,6
1750,7.84,11.76,6
375,4.80,7.20,6
750,15.75,23.63,4
375,9.99,14.99,4
750,22.49,33.74,12
750,6.30,9.45,3
375,8.00,12.00,2
750,5.38,8.07,12
750,24.56,36.84,3
375,3.55,5.33,2
750,13.01,19.52,12
1750,6.98,10.47,6
1750,6.98,10.47,6
750,19.99,29.99,4
3000,29.72,44.58,4
200,3.33,5.00,6
375,7.13,10.70,2
375,13.36,20.04,2
750,8.49,12.74,12
375,6.52,9.78,4
750,12.05,18.08,24
375,5.25,7.88,4
750,9.25,13.88,12
750,6.30,9.45,12
375,7.00,10.50,2
2400,28.71,43.07,4
500,8.87,13.31,1
375,7.42,11.13,4
750,4.97,7.46,12
500,7.47,11.21,1
750,11.50,17.25,6
750,3.38,5.07,12
1000,4.05,6.08,12
750,4.75,7.13,12
1750,7.08,10.62,6
375,3.07,4.61,2
375,3.07,4.61,2
750,6.30,9.45,12
750,7.80,11.70,4
750,2.67,4.01,12
200,2.51,3.77,6
375,4.54,6.81,6
750,5.13,7.70,12
375,14.00,21.00,2
375,5.50,8.25,4
750,6.99,10.49,12
750,6.75,10.13,12
600,5.94,8.91,1
300,7.35,11.03,1
1750,31.99,47.99,6
375,3.07,4.61,6
750,5.44,8.16,1
1750,9.00,13.50,6
750,14.49,21.74,12
1750,12.31,18.47,6
500,6.83,10.25,1
200,3.41,5.12,10
1000,12.59,18.89,1
1750,9.44,14.16,6
1750,7.46,11.19,6
1750,11.02,16.53,6
1750,11.96,17.94,6
750,7.00,10.50,12
750,14.53,21.80,12
1000,17.90,26.85,2
750,6.90,10.35,3
1750,19.99,29.99,6
750,11.49,17.24,2
750,4.99,7.49,2
750,18.49,27.74,4
1750,6.92,10.38,6
1750,8.79,13.69,6
1750,7.20,10.80,6
1750,7.18,10.77,6
375,2.07,3.11,24
750,3.34,5.01,12
375,1.80,2.70,10
1750,10.49,15.99,6
1750,7.11,10.67,6
375,4.75,7.13,8
1750,14.75,22.13,6
1750,9.44,14.16,6
500,4.94,7.41,1
750,7.49,11.24,12
750,8.50,12.75,6
1750,18.00,27.00,6
1750,7.84,11.76,6
750,10.75,16.13,1
750,15.75,23.63,2
750,18.99,28.49,2
1750,11.29,16.94,6
1750,6.50,9.75,6
1750,8.20,12.30,6
1750,7.02,10.53,6
750,8.98,13.47,12
1000,15.54,23.31,1
750,9.25,13.88,2
750,8.20,12.30,12
750,10.00,15.00,6
750,8.00,12.00,2
750,6.30,9.45,12
750,6.30,9.45,12
1000,12.48,18.72,1
750,27.00,40.50,1
500,11.50,17.25,1
1000,12.50,18.75,1
750,28.00,42.00,1
750,6.20,9.30,12
750,7.88,11.82,2
1750,15.75,23.63,2
750,15.00,22.50,12
1750,10.45,15.68,60
1750,10.50,15.75,6
750,4.20,6.30,12
750,14.49,21.74,2
750,10.49,15.74,12
750,20.99,31.49,1
1750,7.61,11.42,6
1750,7.62,11.43,6
1750,11.96,17.94,6
1750,28.69,43.04,2
750,11.49,17.24,2
1750,7.18,10.77,6
750,3.34,5.01,12
1750,7.17,10.76,6
750,10.00,15.00,3
750,6.83,10.25,2
750,6.83,10.25,2
1750,7.84,11.76,6
1750,8.20,12.30,6
750,8.98,13.47,12
750,6.00,9.00,3
750,10.50,15.75,3
750,4.75,7.13,3
750,6.30,9.45,3
750,6.77,10.16,3
750,27.00,40.50,1
300,7.35,11.03,1
1000,6.63,9.95,12
1750,10.45,15.68,600
750,5.00,7.50,12
1750,8.98,13.47,6
1750,14.34,21.51,6
1750,7.61,11.42,6
750,3.46,5.19,12
375,1.99,2.99,3
600,20.00,30.00,1
1000,3.97,5.96,12
375,1.93,2.90,24
1750,7.20,10.80,6
1750,7.17,10.76,6
750,8.25,12.38,12
375,2.74,4.11,3
1000,7.28,10.92,12
500,5.54,8.31,1
1750,24.50,37.88,6
375,3.50,5.25,3
200,1.96,2.94,3
1750,8.20,12.30,6
1750,7.02,10.53,6
750,19.99,29.99,2
600,12.44,18.66,1
500,4.90,7.35,1
1750,8.07,12.11,6
750,6.30,9.45,12
1000,7.62,11.43,12
375,5.50,8.25,3
750,31.00,46.50,1
750,6.75,10.13,4
300,7.35,11.03,2
750,5.23,7.85,12
750,4.20,6.30,12
750,14.49,21.74,4
750,14.38,21.57,2
750,6.47,9.71,2
750,13.97,21.46,2
750,14.17,21.26,2
750,16.79,25.19,2
750,4.46,6.69,2
1750,9.24,13.86,6
750,3.67,5.51,12
750,3.46,5.19,12
1750,7.46,11.19,6
750,7.00,10.50,12
750,14.53,21.80,12
750,11.03,16.55,2
750,3.46,5.19,12
750,4.72,7.08,12
600,7.92,11.88,1
750,14.00,21.00,2
1750,12.59,18.89,6
750,8.25,12.38,12
1750,6.92,10.38,18
200,1.13,1.70,48
750,3.37,5.06,24
1750,7.20,10.80,18
375,2.07,3.11,24
750,3.34,5.01,12
1750,7.17,10.76,18
375,3.50,5.25,24
750,5.38,8.07,12
1750,10.00,15.00,6
750,6.90,10.35,12
750,7.94,11.91,2
750,4.18,6.60,3
1750,11.55,17.33,12
750,8.00,12.00,12
500,5.54,8.31,3
750,8.50,12.75,3
750,9.00,13.50,3
1750,11.00,16.50,6
750,4.00,6.00,12
200,5.65,8.48,24
600,7.12,10.68,3
750,6.30,9.45,12
750,5.48,8.22,2
1750,6.00,9.00,6
750,22.67,34.01,3
750,12.05,18.08,3
1000,25.25,37.88,2
500,13.50,20.25,2
750,4.97,7.46,2
500,7.47,11.21,2
750,10.00,15.00,2
750,8.25,12.38,4
750,3.71,5.57,3
750,14.53,21.80,4
750,4.87,7.56,12
750,10.49,15.74,12
375,5.50,8.25,24
1750,10.50,15.75,2
1750,12.99,19.49,6
750,6.75,10.13,12
375,3.07,4.61,4
1750,15.75,23.63,2
300,7.35,11.03,2
300,7.35,11.03,1
375,8.25,12.38,3
750,17.00,25.50,3
1000,18.50,27.75,12
1750,9.00,13.50,2
750,13.10,19.65,2
750,7.52,11.28,12
750,17.49,26.24,12
1750,11.80,17.70,6
1750,12.31,18.47,2
750,13.97,21.46,1
750,14.17,21.26,1
500,6.83,10.25,1
375,4.98,7.47,4
1000,12.59,18.89,2
750,14.17,21.26,1
750,19.41,29.12,1
750,16.79,25.19,4
1750,9.44,14.16,3
750,3.46,5.19,12
750,3.50,5.25,12
1750,7.62,11.43,6
375,3.50,5.25,5
1750,11.96,17.94,6
750,3.67,5.51,2
200,2.08,3.12,5
375,6.55,9.83,2
750,13.00,19.50,2
375,8.24,12.36,2
750,18.09,27.14,12
750,10.00,15.00,6
750,13.17,19.76,3
600,6.00,9.00,4
750,10.00,15.00,6
750,7.00,10.50,24
1750,22.49,33.74,2
1750,12.59,18.89,6
1000,15.25,22.88,2
750,3.46,5.19,3
1750,10.49,15.74,2
750,6.90,10.35,5
750,3.40,5.10,3
1000,4.30,6.45,2
375,9.09,13.64,3
750,6.49,9.74,4
1750,11.99,17.99,1
750,8.25,12.38,5
750,8.25,12.38,3
600,7.92,11.88,1
375,6.49,9.74,3
750,11.49,17.24,5
750,17.15,25.73,1
1750,11.02,16.53,6
750,13.64,20.46,1
750,18.49,27.74,1
750,14.00,21.00,2
1750,12.59,18.89,6
750,6.50,9.75,12
750,7.00,10.50,3
750,11.49,17.24,2
750,7.88,11.82,4
750,7.88,11.82,4
200,1.13,1.70,4
375,1.93,2.90,3
1750,7.20,10.80,12
750,3.37,5.06,12
750,9.96,14.94,2
1000,4.05,6.08,3
1750,7.17,10.76,12
750,19.00,28.50,2
1750,7.47,11.21,12
750,6.90,10.35,12
1750,10.49,15.99,6
1750,8.50,12.75,6
1750,10.00,15.00,1
375,4.75,7.13,4
750,8.25,12.38,12
500,9.94,14.91,1
500,9.94,14.91,1
750,11.00,16.50,2
750,6.90,10.35,3
600,4.84,7.26,1
750,8.25,12.38,2
750,4.18,6.60,2
600,6.00,9.00,3
750,6.50,9.75,6
1000,7.50,11.25,12
750,6.50,9.75,3
500,4.89,7.34,1
750,7.49,11.24,4
375,4.49,6.74,2
750,7.49,11.24,16
750,5.78,8.67,3
1750,11.55,17.33,12
750,8.50,12.75,2
750,8.00,12.00,12
1750,13.50,21.00,6
375,4.75,7.13,3
750,8.50,12.75,12
1000,10.50,15.75,3
750,13.50,20.25,3
750,8.50,12.75,3
750,7.49,11.24,3
750,9.00,13.50,24
750,11.00,16.50,2
750,11.45,17.18,3
1750,6.92,10.38,6
1000,11.75,17.63,12
750,4.16,6.24,3
750,6.83,10.25,2
750,6.83,10.25,4
750,6.83,10.25,3
750,4.00,6.00,12
750,4.00,6.00,12
1750,7.84,11.76,12
1750,8.00,12.00,6
750,17.50,26.25,2
1750,15.82,23.73,6
750,33.50,50.25,1
750,21.49,32.24,4
750,22.98,34.47,2
750,32.00,48.00,2
375,11.49,17.24,2
750,5.92,8.88,3
1750,11.83,17.75,2
750,5.70,8.55,3
750,6.30,9.45,2
1750,12.00,18.00,3
750,20.75,31.13,2
375,8.00,12.00,3
750,14.25,21.38,5
750,48.50,72.75,2
750,26.24,39.36,3
750,24.56,36.84,4
750,4.50,6.75,12
1750,11.29,16.94,6
750,13.01,19.52,2
1750,6.50,9.75,6
1750,6.50,9.75,6
750,4.62,6.93,12
1750,8.20,12.30,24
1750,8.20,12.30,12
1750,8.20,12.30,6
1750,8.20,12.30,6
750,19.99,29.99,5
750,8.98,13.47,12
750,14.50,21.75,4
750,13.64,20.46,24
200,3.51,5.27,2
750,10.50,15.75,3
150,3.00,4.50,3
750,12.50,18.75,2
500,4.90,7.35,2
500,4.90,7.35,1
200,8.50,12.75,1
750,5.21,8.15,5
750,8.20,12.30,5
500,4.96,7.44,1
750,8.67,13.01,3
750,8.67,13.01,4
1750,11.25,16.88,6
750,5.43,8.15,2
750,5.00,7.50,4
750,7.94,11.91,4
750,6.00,9.00,3
750,10.50,15.75,2
750,10.00,15.00,12
500,7.47,11.21,1
500,7.47,11.21,1
1750,8.07,12.11,6
750,8.25,12.38,3
750,8.25,12.38,3
200,2.75,4.13,3
750,8.25,12.38,2
750,8.25,12.38,5
750,11.44,17.16,4
750,8.25,12.38,5
750,8.25,12.38,5
750,8.25,12.38,4
375,2.07,3.11,6
750,8.25,12.38,2
750,8.25,12.38,4
500,4.95,7.43,1
750,5.70,9.05,4
1750,7.05,10.58,6
1000,4.06,6.09,12
1750,7.08,10.62,6
750,4.34,6.51,2
375,3.07,4.61,4
750,6.30,9.45,4
750,6.30,9.45,12
750,6.30,9.45,4
750,6.30,9.45,12
750,6.77,10.16,2
750,5.15,7.73,4
750,5.15,7.73,4
750,5.15,7.73,2
500,9.06,13.59,1
750,9.85,14.78,3
750,11.65,17.48,2
750,18.17,27.26,1
750,11.00,16.50,3
750,10.00,15.00,4
750,7.51,11.27,2
750,5.13,7.70,2
750,13.64,20.46,3
750,9.45,14.18,4
750,28.99,43.49,2
1000,12.50,18.75,4
1750,20.25,30.38,6
375,5.50,8.25,5
750,28.00,42.00,2
750,31.00,46.50,4
750,9.45,14.18,4
1750,18.89,28.34,6
1750,11.84,17.76,6
1750,12.99,19.49,2
300,7.35,11.03,1
375,7.75,11.63,3
1750,33.79,50.69,3
1000,18.50,27.75,12
750,7.00,10.50,12
1750,12.99,19.49,12
600,6.80,10.20,1
1000,6.63,9.95,12
1750,10.45,15.68,600
1000,5.50,8.25,12
1750,9.14,13.71,6
1750,10.50,15.75,18
1750,9.18,13.77,6
750,14.49,21.74,24
1750,28.49,42.74,6
750,17.49,26.24,2
750,16.50,24.75,2
1750,14.34,21.51,1
1000,22.04,33.06,2
1750,7.62,11.43,6
375,3.15,4.73,1
750,7.00,10.50,3
1000,8.00,12.00,12
1000,17.90,26.85,12
750,11.03,16.55,1
750,11.03,16.55,3
1750,22.49,33.74,2
1000,15.25,22.88,12
1000,4.23,6.35,3
1750,7.17,10.76,2
750,3.40,5.10,3
750,9.96,14.94,1
1750,19.99,29.99,2
750,11.49,17.24,2
750,18.49,27.74,3
750,14.00,21.00,2
750,14.00,21.00,2
1750,14.75,22.13,6
750,9.96,14.94,2
1750,6.92,10.38,6
750,9.96,14.94,2
1000,4.17,6.26,12
1750,7.20,10.80,12
750,3.34,5.01,3
1750,7.17,10.76,6
1750,7.47,11.21,18
1000,4.29,6.44,12
750,3.57,5.36,12
1750,7.11,10.67,2
750,8.48,13.49,2
1750,9.44,14.16,60
750,7.00,10.50,2
1750,10.49,15.99,2
750,6.50,9.75,3
1000,10.49,15.74,12
500,5.54,8.31,1
1750,16.00,24.00,2
1000,11.75,17.63,12
1750,7.35,11.03,2
1000,4.34,6.51,3
750,9.65,14.48,2
750,17.00,27.00,2
750,8.00,12.00,3
750,22.47,33.71,1
750,20.75,31.13,2
1000,27.50,41.25,2
750,18.75,28.13,1
750,5.48,8.22,3
1000,4.50,6.75,3
750,6.29,9.44,2
1750,15.33,23.00,2
750,10.50,15.75,1
375,7.00,10.50,1
1000,17.25,25.88,3
750,6.00,9.00,3
750,8.67,13.01,3
1750,11.25,16.88,2
375,7.42,11.13,3
1000,16.34,24.51,6
750,4.97,7.46,3
750,6.30,9.45,3
1750,8.07,12.11,2
750,8.25,12.38,3
750,8.25,12.38,2
750,8.25,12.38,2
750,8.25,12.38,2
750,5.70,9.05,3
750,3.71,5.57,12
750,4.34,6.51,2
1000,5.00,7.50,3
750,6.30,9.45,3
750,6.30,9.45,3
750,6.30,9.45,3
750,6.30,9.45,3
1000,7.62,11.43,3
375,3.07,4.61,1
750,6.30,9.45,3
1750,11.54,17.31,2
750,6.30,9.45,3
750,6.77,10.16,2
750,5.15,7.73,2
750,14.53,21.80,3
750,13.00,19.50,1
750,4.87,7.56,3
375,4.54,6.81,2
1000,12.48,18.72,12
1000,6.92,10.38,3
750,26.49,39.74,1
375,5.50,8.25,2
750,10.00,15.00,3
750,13.64,20.46,2
1000,4.05,6.08,12
1750,10.53,15.80,2
1000,6.64,9.96,12
1750,12.99,19.49,6
750,24.99,37.49,2
300,7.35,11.03,1
1000,18.50,27.75,12
750,7.00,10.50,12
1750,12.99,19.49,6
600,6.80,10.20,1
200,1.56,2.34,48
375,3.07,4.61,24
1000,6.63,9.95,12
750,5.23,7.85,12
1750,10.45,15.68,282
1750,9.14,13.71,60
750,17.49,26.24,3
1750,9.67,14.51,6
750,17.16,25.74,6
750,13.97,21.46,6
375,6.25,9.38,3
1750,7.61,11.42,6
1750,11.02,16.53,6
750,3.46,5.19,12
750,7.00,10.50,12
1000,8.00,12.00,12
500,9.06,13.59,1
375,6.77,10.16,3
750,11.03,16.55,2
750,9.09,13.64,6
1000,14.49,21.74,3
750,5.38,8.07,12
200,5.00,7.50,2
750,13.64,20.46,6
1750,6.92,10.38,6
1750,7.20,10.80,6
750,3.37,5.06,24
1750,7.18,10.77,6
375,2.07,3.11,24
750,3.34,5.01,12
1000,4.05,6.08,12
750,12.54,18.81,12
1750,7.47,11.21,6
750,6.50,9.75,3
375,3.00,4.50,2
750,9.65,14.48,2
750,6.50,9.75,3
1000,7.50,11.25,12
1000,7.50,11.25,12
750,11.50,17.25,3
750,7.49,11.24,2
750,7.49,11.24,2
750,9.00,13.50,3
750,9.00,13.50,3
500,5.50,8.25,1
1000,11.75,17.63,12
750,9.00,13.50,3
750,8.75,13.13,3
750,5.78,8.67,24
1000,13.03,19.55,3
1750,24.50,37.88,6
1750,11.83,17.75,6
750,22.47,33.71,2
750,4.50,6.75,12
750,5.48,8.22,12
750,4.50,6.75,12
1750,11.29,16.94,6
1750,6.50,9.75,6
3000,29.72,44.58,2
1000,11.34,17.01,12
750,12.05,18.08,12
750,13.00,19.50,2
1000,11.00,16.50,12
500,8.87,13.31,1
750,4.75,7.13,3
750,3.71,5.57,12
1000,4.06,6.09,12
1750,11.54,17.31,6
1000,7.62,11.43,12
750,5.15,7.73,1
375,4.54,6.81,5
1750,19.16,28.74,6
750,11.65,17.48,2
750,32.49,48.74,1
375,5.50,8.25,4
1000,12.50,18.75,12
750,7.51,11.27,3
750,6.20,9.30,12
750,6.75,10.13,12
1750,15.75,23.63,6
750,9.97,14.96,2
750,14.99,22.49,3
375,7.75,11.63,2
1750,31.99,47.99,6
750,5.23,7.85,12
750,5.23,7.85,12
1750,9.14,13.71,6
750,20.00,30.00,6
375,2.90,4.35,1
750,4.20,6.30,12
1000,16.49,24.74,1
750,12.07,18.11,1
1750,12.31,18.47,6
750,15.17,22.76,6
750,9.52,14.28,1
750,14.17,21.26,1
750,4.10,6.15,12
375,2.00,3.00,1
1750,7.46,11.19,6
1750,11.96,17.94,6
1750,7.87,11.81,6
200,4.08,6.12,2
750,13.01,19.52,1
750,12.07,18.11,1
750,18.09,27.14,6
1000,15.25,22.88,12
1750,13.32,19.98,6
750,8.25,12.38,1
600,7.92,11.88,1
375,6.49,9.74,1
375,9.00,13.50,2
1750,6.92,10.38,6
750,4.18,6.60,12
1750,8.79,13.69,6
1750,7.17,10.76,12
375,1.80,2.70,24
1750,7.47,11.21,6
1750,13.32,19.98,6
750,3.27,4.91,12
750,10.04,15.06,6
750,3.57,5.36,12
1750,7.60,11.40,6
1750,7.11,10.67,6
1750,17.15,25.73,6
500,7.47,11.21,1
750,9.65,14.48,12
600,4.84,7.26,1
750,6.50,9.75,12
750,6.50,9.75,12
750,11.50,17.25,3
750,9.50,14.25,1
750,7.49,11.24,1
750,7.49,11.24,12
500,4.95,7.43,1
750,7.49,11.24,12
500,3.78,5.67,12
750,8.50,12.75,1
750,5.78,8.67,12
750,9.99,14.99,12
500,5.50,8.25,1
1750,18.00,27.00,6
750,9.00,13.50,2
750,6.30,9.45,2
1750,7.84,11.76,6
1750,8.00,12.00,6
1750,7.67,11.51,6
750,10.00,15.00,2
750,18.49,27.74,1
1000,16.87,25.31,1
750,17.00,27.00,1
750,6.30,9.45,1
1000,6.53,9.80,12
750,24.56,36.84,2
750,4.76,7.14,12
750,5.48,8.22,1
1750,6.98,10.47,6
1750,6.98,10.47,6
1750,6.50,9.75,6
1750,6.50,9.75,6
1750,11.00,16.50,6
1750,8.20,12.30,6
1750,9.50,14.25,6
750,19.50,29.25,1
3000,29.72,44.58,1
375,13.36,20.04,1
750,23.31,34.97,1
500,6.63,9.95,1
750,9.25,13.88,2
750,13.25,19.88,1
750,7.69,11.54,2
500,4.96,7.44,12
1750,14.66,21.99,6
500,13.50,20.25,1
1000,15.75,23.63,12
375,7.42,11.13,1
750,7.94,11.91,1
500,7.47,11.21,1
500,7.47,11.21,1
500,7.47,11.21,1
750,8.25,12.38,12
750,11.06,16.59,2
750,6.30,9.45,2
750,6.30,9.45,1
1000,7.62,11.43,1
750,7.80,11.70,2
750,4.75,7.13,1
750,4.93,7.40,1
1000,2.42,3.63,12
750,14.53,21.80,12
375,4.54,6.81,1
750,10.49,15.74,1
300,20.30,30.45,1
200,3.00,4.50,3
750,15.00,22.50,2
1000,11.55,17.33,12
375,7.75,11.63,2
750,7.50,11.25,1
1750,16.00,24.00,2
375,3.07,4.61,3
750,5.23,7.85,12
1750,9.14,13.71,6
1750,8.61,12.92,6
1750,9.18,13.77,6
750,8.47,12.71,2
1750,12.31,18.47,2
750,6.81,10.55,2
1750,14.96,22.44,6
750,10.49,15.74,1
750,14.84,22.26,1
750,4.10,6.15,1
750,13.50,20.25,2
750,21.02,31.53,18
750,3.67,5.51,2
1750,11.96,17.94,6
750,14.53,21.80,12
750,11.03,16.55,1
750,5.38,8.07,1
750,6.49,9.74,2
750,8.25,12.38,2
1750,14.75,22.13,1
1750,7.20,10.80,6
750,3.34,5.01,12
1750,7.17,10.76,12
